,SMILES,lambda_max_exp_nm,solvent,reference,description,mol_wt,abs_max_ev
501,O=Cc1ccc2ccc3cccc4ccc1c2c34,390,dimethylformamide,doi:10.1016/j.tet.2012.05.072,DBtag:1150,230.0731649,3.179
502,O=C(O)c1ccc2ccc3cccc4ccc1c2c34,382,toluene,doi:10.1016/j.tet.2012.05.072,DBtag:1162,246.0680796,3.246
503,COC(=O)c1ccc2ccc3cccc4ccc1c2c34,380,dimethylformamide,doi:10.1016/j.tet.2012.05.072,DBtag:1174,260.0837296,3.263
504,CCN(CC)c1ccc(-c2c3c(n4ccc(C(C)=O)cc24)C(=O)N(CCCNC(=O)OC(C)(C)C)C3)cc1,441,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1175,518.2893057,2.811
505,CC(=O)c1ccn2c3c(c(-c4ccc(N)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,419,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1176,462.2267054,2.959
506,CC(=O)c1ccn2c3c(c(-c4ccc(O)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,413,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1177,463.210721,3.002
507,COc1ccc(-c2c3c(n4ccc(C(C)=O)cc24)C(=O)N(CCCNC(=O)OC(C)(C)C)C3)cc1,412,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1178,477.2263711,3.009
508,CC(=O)c1ccn2c3c(c(-c4ccc(C)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,404,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1179,461.2314565,3.069
509,CC(=O)c1ccn2c3c(c(-c4ccccc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,403,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1180,447.2158064,3.077
510,CC(=O)c1ccn2c3c(c(-c4ccc(F)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,402,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1181,465.2063846,3.084
511,CC(=O)c1ccn2c3c(c(-c4ccc(C(F)(F)F)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,405,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1182,515.203191,3.061
512,CC(=O)c1ccn2c3c(c(-c4ccc(C#N)cc4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,398,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1183,472.2110554,3.115
513,CC(=O)c1ccn2c3c(c(-c4ccc(C#N)c(C#N)c4)c2c1)CN(CCCNC(=O)OC(C)(C)C)C3=O,402,methanol,http://dx.doi.org/10.1002/anie.201308826,DBtag:1184,497.2063043,3.084
514,c1ccc(-c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,291,dichloromethane,DOI: 10.1039/c6cp04252j,DBtag:1185,385.1578976,4.261
515,Fc1ccc(-c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)c(F)c1,287,dichloromethane,DOI: 10.1039/c6cp04252j,DBtag:1186,421.139054,4.32
516,FC(F)(F)c1ccc(-c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,289,dichloromethane,DOI: 10.1039/c6cp04252j,DBtag:1187,453.1452822,4.29
517,COc1ccc(-c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,298,dichloromethane,DOI: 10.1039/c6cp04252j,DBtag:1188,415.1684623,4.161
518,CCCCCCn1c2ccccc2c2cc(-c3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)ccc21,296,dichloromethane,DOI: 10.1039/c6cp04252j,DBtag:1189,558.2783471,4.189
519,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(-c3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)cc21,327,dichloromethane,DOI: 10.1039/c6cp04252j,DBtag:1190,641.3769985,3.792
520,c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4cc(-c5ccccn5)nc(-c5ccccn5)c4)cc3)cc2)cc1,284,dichloromethane,DOI: 10.1039/c6cp04252j,DBtag:1191,552.2313969,4.366
521,C(=C/c1nc(-c2ccccc2)[nH]c1/C=C/c1ccccc1)\c1ccccc1,365,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1192,348.1626486,3.397
522,O=[N+]([O-])c1ccc(-c2nc(/C=C/c3ccccc3)c(/C=C/c3ccccc3)[nH]2)cc1,435,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1193,393.1477268,2.85
523,Cc1ccc(-c2nc(/C=C/c3ccccc3)c(/C=C/c3ccccc3)[nH]2)cc1,355,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1194,362.1782987,3.493
524,Cc1ccc(/C=C/c2nc(-c3ccccc3)[nH]c2/C=C/c2ccc(C)cc2)cc1,365,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1195,376.1939488,3.397
525,Cc1ccc(/C=C/c2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c2/C=C/c2ccc(C)cc2)cc1,445,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1196,421.179027,2.786
526,Cc1ccc(/C=C/c2nc(-c3cccc([N+](=O)[O-])c3)[nH]c2/C=C/c2ccc(C)cc2)cc1,370,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1197,421.179027,3.351
527,Cc1ccc(/C=C/c2nc(-c3ccc(C)cc3)[nH]c2/C=C/c2ccc(C)cc2)cc1,365,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1198,390.2095988,3.397
528,COc1ccc(/C=C/c2nc(-c3ccccc3)[nH]c2/C=C/c2ccc(OC)cc2)cc1,380,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1199,408.183778,3.263
529,COc1ccc(/C=C/c2nc(-c3ccc([N+](=O)[O-])cc3)[nH]c2/C=C/c2ccc(OC)cc2)cc1,455,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1200,453.1688562,2.725
530,COc1ccc(/C=C/c2nc(-c3ccc(C)cc3)[nH]c2/C=C/c2ccc(OC)cc2)cc1,375,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1201,422.1994281,3.306
531,Clc1ccc(/C=C/c2nc(-c3ccccc3)[nH]c2/C=C/c2ccc(Cl)cc2)cc1,375,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1202,416.0847039,3.306
532,O=[N+]([O-])c1ccc(-c2nc(/C=C/c3ccc(Cl)cc3)c(/C=C/c3ccc(Cl)cc3)[nH]2)cc1,425,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1203,461.0697821,2.917
533,Cc1ccc(-c2nc(/C=C/c3ccc(Cl)cc3)c(/C=C/c3ccc(Cl)cc3)[nH]2)cc1,385,dichloromethane,https://doi.org/10.1016/j.saa.2019.03.043,DBtag:1204,430.100354,3.22
534,CCCCc1cc(C=O)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,425,hexane,DOI: 10.1002/chem.201301020,DBtag:1214,425.2718647,2.917
535,CCCCc1cc(C(=O)CCC)c2ccc3c(CCCC)cc(N4CCCCC4)c4ccc1c2c34,400,hexane,DOI: 10.1002/chem.201301020,DBtag:1223,467.3188149,3.1
536,Cc1cc(O)c(C(=O)/C=C/c2ccccc2)c(=O)o1,358,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1233,256.0735589,3.463
537,COc1cccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)c1,377,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1235,286.0841235,3.289
538,COc1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,384,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1237,286.0841235,3.229
539,Cc1cc(O)c(C(=O)/C=C/c2ccccc2O)c(=O)o1,360,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1239,272.0684735,3.444
540,Cc1cc(O)c(C(=O)/C=C/c2cccc(O)c2)c(=O)o1,374,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1243,272.0684735,3.315
541,Cc1cc(O)c(C(=O)/C=C/c2ccc(Cl)cc2)c(=O)o1,360,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1245,290.0345865,3.444
542,Cc1cc(O)c(C(=O)/C=C/c2ccccc2Cl)c(=O)o1,355,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1247,290.0345865,3.493
543,Cc1cc(O)c(C(=O)/C=C/c2ccc(Cl)cc2Cl)c(=O)o1,350,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1249,323.9956142,3.542
544,Cc1cc(O)c(C(=O)/C=C/c2ccccc2[N+](=O)[O-])c(=O)o1,365,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1251,301.0586371,3.397
545,Cc1cc(O)c(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)c(=O)o1,361,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1253,301.0586371,3.434
546,Cc1cc(O)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c(=O)o1,469,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1255,299.115758,2.644
547,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,480,dichloromethane,http://dx.doi.org/10.1016/j.molstruc.2017.07.089,DBtag:1257,327.1470582,2.583
548,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,414,dimethylsulfoxide,doi:10.1016/j.cplett.2010.11.037,DBtag:1264,616.2878492,2.995
549,CCCCN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O,526,chloroform,https://doi.org/10.1016/j.jlumin.2017.11.023,DBtag:1281,502.1892573,2.357
550,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccccc3)ccc2-c2ccc(-c3ccccc3)cc21,327,chloroform,doi:10.1016/j.tetlet.2009.10.118,DBtag:1290,542.3912516,3.792
551,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C#N)cc3)ccc2-c2ccc(-c3ccc(C#N)cc3)cc21,341,chloroform,doi:10.1016/j.tetlet.2009.10.118,DBtag:1293,592.3817495,3.636
552,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc([N+](=O)[O-])cc3)ccc2-c2ccc(-c3ccc([N+](=O)[O-])cc3)cc21,373,chloroform,doi:10.1016/j.tetlet.2009.10.118,DBtag:1294,632.361408,3.324
553,Oc1ccccc1-c1nc2ncccc2o1,328,methanol,https://doi.org/10.1016/j.molstruc.2017.12.059,DBtag:1304,212.0585775,3.78
554,COc1ccc(O)c(-c2nc3ncccc3o2)c1,362,methanol,https://doi.org/10.1016/j.molstruc.2017.12.059,DBtag:1306,242.0691422,3.425
555,CCN(CC)c1ccc(-c2nc3ncccc3o2)c(O)c1,379,methanol,https://doi.org/10.1016/j.molstruc.2017.12.059,DBtag:1307,283.1320768,3.271
556,COc1ccc(-c2nc3ncccc3o2)c(O)c1,332,methanol,https://doi.org/10.1016/j.molstruc.2017.12.059,DBtag:1308,242.0691422,3.734
557,CCN(CC)c1ccc2cc(-c3cn4ccccc4n3)c(=O)oc2c1,425,dimethylformamide,https://doi.org/10.1016/j.tet.2019.04.034,DBtag:1315,333.1477268,2.917
558,O=c1oc2ccccc2cc1-c1cn2ccccc2n1,349,chloroform,https://doi.org/10.1016/j.tet.2019.04.034,DBtag:1319,262.0742276,3.553
559,CCN(CC)c1ccc2cc(-c3cn4cc(C)ccc4n3)c(=O)oc2c1,424,chloroform,https://doi.org/10.1016/j.tet.2019.04.034,DBtag:1320,347.1633769,2.924
560,CCN(CC)c1ccc2cc(-c3cn4cc(OC)ccc4n3)c(=O)oc2c1,434,chloroform,https://doi.org/10.1016/j.tet.2019.04.034,DBtag:1321,363.1582915,2.857
561,CCN(CC)c1ccc2cc(-c3cn4cc5ccccc5cc4n3)c(=O)oc2c1,434,chloroform,https://doi.org/10.1016/j.tet.2019.04.034,DBtag:1322,383.1633769,2.857
562,CCOC(=O)c1c(C=Cc2ccccc2)oc(NC2CCCCC2)c1C(=O)OCC,384,acetonitrile,http://dx.doi.org/10.1016/j.jlumin.2012.10.021,DBtag:1327,411.204573,3.229
563,CC(C)(C)OC(=O)c1c(C=Cc2ccccc2)oc(NC2CCCCC2)c1C(=O)OC(C)(C)C,384,acetonitrile,http://dx.doi.org/10.1016/j.jlumin.2012.10.021,DBtag:1328,467.2671733,3.229
564,CC(C)(C)Nc1oc(C=Cc2ccccc2)c(C(=O)OC(C)(C)C)c1C(=O)OC(C)(C)C,384,acetonitrile,http://dx.doi.org/10.1016/j.jlumin.2012.10.021,DBtag:1329,441.2515232,3.229
565,COC(=O)c1c(NC(C)(C)C)oc(-c2ccccc2)c1C(=O)OC,334,acetonitrile,http://dx.doi.org/10.1016/j.jlumin.2012.10.021,DBtag:1330,331.1419728,3.712
566,COC(=O)c1c(NC(C)(C)C)oc(-c2ccc(-c3ccccc3)cc2)c1C(=O)OC,355,acetonitrile,http://dx.doi.org/10.1016/j.jlumin.2012.10.021,DBtag:1331,407.1732729,3.493
567,CCOC(=O)c1c(NC(C)(C)C)oc(-c2ccc(-c3ccccc3)cc2)c1C(=O)OCC,355,acetonitrile,http://dx.doi.org/10.1016/j.jlumin.2012.10.021,DBtag:1332,435.204573,3.493
568,CCCCN1C(=O)c2cccc3cc(C#CC#Cc4cc5c6c(cccc6c4)C(=O)N(CCCC)C5=O)cc(c23)C1=O,314,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.05.065,DBtag:1333,552.2049074,3.949
569,O=C1c2cccc3cc(C#CC#Cc4cc5c6c(cccc6c4)C(=O)N(c4ccccc4)C5=O)cc(c23)C(=O)N1c1ccccc1,326,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.05.065,DBtag:1334,592.1423071,3.803
570,CCCCN1C(=O)c2cccc3c(C#CC#Cc4ccc5c6c(cccc46)C(=O)N(CCCC)C5=O)ccc(c23)C1=O,372,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.05.065,DBtag:1335,552.2049074,3.333
571,O=C1c2cccc3c(C#CC#Cc4ccc5c6c(cccc46)C(=O)N(c4ccccc4)C5=O)ccc(c23)C(=O)N1c1ccccc1,386,dichloromethane,https://doi.org/10.1016/j.dyepig.2018.05.065,DBtag:1336,592.1423071,3.212
572,c1ccc2c(-c3cc(-c4nccs4)nc(-c4nccs4)c3)cccc2c1,325,hexane,https://doi.org/10.1016/j.dyepig.2019.05.015,DBtag:1337,371.0550894,3.815
573,c1ccc2cc(-c3cc(-c4nccs4)nc(-c4nccs4)c3)ccc2c1,333,hexane,https://doi.org/10.1016/j.dyepig.2019.05.015,DBtag:1341,371.0550894,3.723
574,c1ccc2c(-c3cc(-c4nccs4)nc(-c4nccs4)c3)c3ccccc3cc2c1,383,hexane,https://doi.org/10.1016/j.dyepig.2019.05.015,DBtag:1345,421.0707395,3.237
575,c1ccc2cc3cc(-c4cc(-c5nccs5)nc(-c5nccs5)c4)ccc3cc2c1,375,hexane,https://doi.org/10.1016/j.dyepig.2019.05.015,DBtag:1349,421.0707395,3.306
576,c1ccc2c(c1)cc(-c1cc(-c3nccs3)nc(-c3nccs3)c1)c1ccccc12,324,hexane,https://doi.org/10.1016/j.dyepig.2019.05.015,DBtag:1353,421.0707395,3.827
577,c1cc2ccc3cccc4c(-c5cc(-c6nccs6)nc(-c6nccs6)c5)cc(c1)c2c34,344,hexane,https://doi.org/10.1016/j.dyepig.2019.05.015,DBtag:1357,445.0707395,3.604
578,Cn1c(=O)c(/N=N/c2ccc(Nc3ccc([N+](=O)[O-])cc3S(=O)(=O)O)cc2)c(O)c2ccccc21,486,toluene,https://doi.org/10.1016/j.dyepig.2019.04.028,DBtag:1361,495.0848689,2.551
579,Cn1c(=O)c(/N=N/c2ccc(Nc3ccccc3)c(S(=O)(=O)O)c2)c(O)c2ccccc21,414,toluene,https://doi.org/10.1016/j.dyepig.2019.04.028,DBtag:1362,450.0997907,2.995
580,Cn1c(=O)c(/N=N/c2ccc(/N=N/c3ccc(S(=O)(=O)O)cc3)cc2)c(O)c2ccccc21,458,toluene,https://doi.org/10.1016/j.dyepig.2019.04.028,DBtag:1363,463.0950396,2.707
581,COc1ccc(/N=N/c2c(O)c3ccccc3n(C)c2=O)c(S(=O)(=O)O)c1,449,toluene,https://doi.org/10.1016/j.dyepig.2019.04.028,DBtag:1364,389.0681562,2.761
582,Cn1c(=O)c(/N=N/c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)c(O)c2ccccc21,430,toluene,https://doi.org/10.1016/j.dyepig.2019.04.028,DBtag:1365,439.0144064,2.883
583,CC(=O)Nc1ccc(S(=O)(=O)O)c(/N=N/c2c(O)c3ccccc3n(C)c2=O)c1,437,toluene,https://doi.org/10.1016/j.dyepig.2019.04.028,DBtag:1366,416.0790552,2.837
584,Cn1c(=O)c(/N=N/c2cc(S(=O)(=O)O)ccc2C(=O)O)c(O)c2ccccc21,421,toluene,https://doi.org/10.1016/j.dyepig.2019.04.028,DBtag:1367,403.0474208,2.945
585,Cn1c(=O)c(/N=N/c2ccc(S(=O)(=O)O)c3ccccc23)c(O)c2ccccc21,469,toluene,https://doi.org/10.1016/j.dyepig.2019.04.028,DBtag:1368,409.0732416,2.644
586,CN1c2ccccc2C(O)(c2ccccc2)c2cc([N+](=O)[O-])ccc21,392.4,tetrahydrofuran,10.1039/C9NJ05404A,DBtag:1426,332.1160924,3.16
587,Cc1ccc([C@@H]2C[C@](O)(c3ccccn3)C[C@](O)(c3ccccn3)[C@H]2C(=O)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,366,ethanol,http://dx.doi.org/10.1016/j.dyepig.2015.08.013,DBtag:1438,631.283492,3.388
588,O=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)[C@H]1[C@H](c2ccccc2)C[C@](O)(c2ccccn2)C[C@]1(O)c1ccccn1,368,ethanol,http://dx.doi.org/10.1016/j.dyepig.2015.08.013,DBtag:1445,617.267842,3.369
589,O=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)[C@H]1[C@H](c2cccs2)C[C@](O)(c2ccccn2)C[C@]1(O)c1ccccn1,368,ethanol,http://dx.doi.org/10.1016/j.dyepig.2015.08.013,DBtag:1452,623.2242629,3.369
590,O=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)[C@H]1[C@H](c2ccc(F)cc2)C[C@](O)(c2ccccn2)C[C@]1(O)c1ccccn1,368,ethanol,http://dx.doi.org/10.1016/j.dyepig.2015.08.013,DBtag:1459,635.2584202,3.369
591,COc1ccc([C@@H]2C[C@](O)(c3ccccn3)C[C@](O)(c3ccccn3)[C@H]2C(=O)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,366,ethanol,http://dx.doi.org/10.1016/j.dyepig.2015.08.013,DBtag:1466,647.2784067,3.388
592,COc1ccc(Oc2ccc3c4c(cccc24)C(=O)N(c2c(C(C)C)cccc2C(C)C)C3=O)cc1,364,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.05.007,DBtag:1470,479.2096584,3.406
593,CC(C)c1cccc(C(C)C)c1N1C(=O)c2cccc3c(Oc4ccc(C(C)(C)C)cc4)ccc(c23)C1=O,364,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.05.007,DBtag:1471,505.261694,3.406
594,CC(C)c1cccc(C(C)C)c1N1C(=O)c2cccc3c(Oc4ccc(C(C)(C)c5ccccc5)cc4)ccc(c23)C1=O,365,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.05.007,DBtag:1472,567.277344,3.397
595,CC(C)c1cccc(C(C)C)c1N1C(=O)c2cccc3c(Oc4ccccc4)ccc(c23)C1=O,364,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.05.007,DBtag:1473,449.1990937,3.406
596,CC(C)c1cccc(C(C)C)c1N1C(=O)c2cccc3c(Oc4ccc(Cl)cc4)ccc(c23)C1=O,360,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.05.007,DBtag:1474,483.1601214,3.444
597,COC(=O)c1ccc(Oc2ccc3c4c(cccc24)C(=O)N(c2c(C(C)C)cccc2C(C)C)C3=O)cc1,359,dichloromethane,http://dx.doi.org/10.1016/j.dyepig.2014.05.007,DBtag:1475,507.204573,3.454
598,CN(C)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,402,cyclohexane,https://doi.org/10.1016/j.dyepig.2019.107582,DBtag:1482,330.1190696,3.084
599,FC(F)(F)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,375,cyclohexane,https://doi.org/10.1016/j.dyepig.2019.107582,DBtag:1483,355.064255,3.306
600,CC(C)c1ccc(/C=C/c2nc3ccc(N(C)C)cc3s2)cc1,388,cyclohexane,https://doi.org/10.1016/j.dyepig.2019.107582,DBtag:1484,322.1503697,3.195
601,COc1ccc(/C=C(\C#N)c2nc(-c3ccc(OC)cc3)cs2)cc1,380,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1488,348.0932488,3.263
602,COc1ccc(/C=C(\C#N)c2nc(-c3ccc(Cl)cc3)cs2)cc1,373,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1489,352.0437117,3.324
603,COc1ccc(-c2csc(/C(C#N)=C/c3ccc(Cl)cc3)n2)cc1,376,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1490,352.0437117,3.297
604,N#C/C(=C\c1ccc(Cl)cc1)c1nc(-c2ccccc2)cs1,364,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1491,322.033147,3.406
605,COc1ccc(-c2csc(/C(C#N)=C/c3ccc(C(F)(F)F)cc3)n2)cc1,380,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1492,386.0700687,3.263
606,N#C/C(=C\c1ccc(C(F)(F)F)cc1)c1nc(-c2ccc(Cl)cc2)cs1,359,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1493,390.0205317,3.454
607,COc1ccc(-c2csc(/C(C#N)=C/c3ccc(C#N)cc3)n2)cc1,389,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1494,343.077933,3.187
608,N#C/C(=C\c1ccc(C#N)cc1)c1nc(-c2ccccc2)cs1,370,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1495,313.0673684,3.351
609,N#C/C(=C\c1ccc(C#N)cc1)c1nc(-c2ccc(Cl)cc2)cs1,367,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1496,347.028396,3.378
610,COc1ccc(-c2csc(/C(C#N)=C/c3ccc([N+](=O)[O-])cc3)n2)cc1,399,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1497,363.0677623,3.107
611,N#C/C(=C\c1ccc([N+](=O)[O-])cc1)c1nc(-c2ccccc2)cs1,382,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1498,333.0571976,3.246
612,COc1ccc(-c2csc(/C(C#N)=C/c3ccncc3)n2)cc1,382,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1499,319.077933,3.246
613,N#C/C(=C\c1ccncc1)c1nc(-c2ccc(Cl)cc2)cs1,357,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1501,323.028396,3.473
614,COc1ccc(-c2csc(/C(C#N)=C/c3ccccc3Cl)n2)cc1,372,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1502,352.0437117,3.333
615,COc1ccc(-c2csc(/C(C#N)=C/c3ccc(Cl)cc3Cl)n2)cc1,377,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1503,386.0047394,3.289
616,COc1ccc(-c2csc(/C(C#N)=C/c3c(Cl)cccc3Cl)n2)cc1,360,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1504,386.0047394,3.444
617,COc1ccc(-c2nc(/C(C#N)=C/c3ccc(Cl)cc3)sc2-c2ccc(OC)cc2)cc1,394,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1505,458.0855765,3.147
618,N#C/C(=C\c1ccc(Cl)cc1)c1nc(-c2ccccc2)c(-c2ccccc2)s1,365,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1506,398.0644472,3.397
619,COc1ccc(-c2nc(/C(C#N)=C/c3ccc(C#N)cc3)sc2-c2ccc(OC)cc2)cc1,407,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1507,449.1197978,3.046
620,N#C/C(=C\c1ccc(C#N)cc1)c1nc(-c2ccccc2)c(-c2ccccc2)s1,379,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1508,389.0986685,3.271
621,Cc1ccc(-c2sc(/C(C#N)=C/c3ccc(C#N)cc3)nc2-c2ccc(Cl)cc2)cc1,383,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1509,437.0753462,3.237
622,N#C/C(=C\c1ccc(C#N)cc1)c1nc(-c2ccc(Cl)cc2)c(-c2ccccc2)s1,377,acetonitrile,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1510,423.0596961,3.289
623,N#C/C(=C\c1ccncc1)c1nc(-c2ccccc2)cs1,370,ethanol,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1546,289.0673684,3.351
624,COc1ccc(-c2csc(-c3ccncc3)n2)cc1,340,ethanol,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1574,268.067034,3.647
625,c1ccc(-c2csc(-c3ccncc3)n2)cc1,325,ethanol,https://doi.org/10.1016/j.dyepig.2019.02.051,DBtag:1579,238.0564693,3.815
626,COc1ccc(-n2nc(C#N)c(N3CCCC3)n2)cc1OC,344,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1583,299.1382248,3.604
627,COc1ccc(-n2nc(C#N)c(N3CCCC3)n2)cc1,340,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1584,269.1276601,3.647
628,N#Cc1nn(-c2ccccc2)nc1N1CCCC1,340,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1585,239.1170954,3.647
629,N#Cc1nn(-c2ccc(F)cc2)nc1N1CCCC1,340,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1586,257.1076736,3.647
630,N#Cc1nn(-c2cc(F)cc(F)c2)nc1N1CCCC1,350,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1588,275.0982518,3.542
631,N#Cc1nn(-c2cccc(C(F)(F)F)c2)nc1N1CCCC1,347,acetonitrile,http://dx.doi.org/10.1016/j.dyepig.2016.08.015,DBtag:1589,307.10448,3.573
